gene_id,ENCFF082ICE,ENCFF197WCT,ENCFF467SQA,ENCFF474PTO,ENCFF620TAH,ENCFF763LKA,ENCFF778BJF
ENSG00000222954,0,0,0,0,0,0,0
ENSG00000174799,2215,385,721,721,721,677,818
ENSG00000109265,74,9,39,20,44,30,31
ENSG00000200741,0,0,0,0,0,0,0
ENSG00000280464,0,0,0,0,0,0,0
ENSG00000252489,0,0,0,0,0,0,0
ENSG00000250324,0,0,0,0,0,0,0
ENSG00000157426,1297,255,398,519,419,404,418
ENSG00000242083,2,0,3,1,4,0,5
ENSG00000269921,13,10,10,11,6,10,9
ENSG00000128059,4196,861,1286,1592,1323,1339,1494
ENSG00000270147,13,8,3,14,9,7,4
ENSG00000128050,31402,6274,8655,12371,9795,9619,10045
ENSG00000174780,9715,2321,3003,4110,3450,3454,3453
ENSG00000196503,3,0,2,0,0,0,0
ENSG00000249693,1,1,1,0,0,0,0
ENSG00000248590,18,5,16,17,8,22,19
ENSG00000171476,0,0,0,0,0,0,0
ENSG00000280285,0,1,0,0,0,0,0
ENSG00000241250,2,0,0,0,0,0,0
ENSG00000227040,2,0,1,2,0,2,3
ENSG00000240545,0,0,0,0,0,0,0
ENSG00000281241,0,0,0,0,0,0,0
ENSG00000265894,0,0,1,0,0,0,1
ENSG00000128040,1,0,2,0,0,0,1
ENSG00000278226,0,0,0,0,0,0,0
ENSG00000251799,0,0,0,0,0,0,0
ENSG00000084093,5769,1239,1778,2560,2032,2091,2056
ENSG00000269949,6,0,1,2,3,1,6
ENSG00000084092,1185,342,537,516,606,638,601
ENSG00000047315,11894,2816,4102,5398,4969,5036,4619
ENSG00000251703,4,0,3,1,0,0,0
ENSG00000163453,5485,1212,2157,2305,2361,2708,2718
ENSG00000250384,0,0,0,0,1,0,0
ENSG00000245067,2,0,1,0,1,0,0
ENSG00000250192,0,0,0,0,0,0,0
ENSG00000243920,0,0,0,0,0,0,0
ENSG00000248505,0,0,0,0,0,0,0
ENSG00000251459,0,0,0,0,0,0,0
ENSG00000251049,0,0,0,0,0,0,0
ENSG00000250333,0,0,0,0,0,0,0
ENSG00000249831,0,0,0,0,0,0,0
ENSG00000248660,0,0,0,0,0,0,0
ENSG00000249105,0,0,0,0,0,0,0
ENSG00000250340,0,0,0,0,0,0,0
ENSG00000250078,0,0,0,0,0,0,0
ENSG00000251339,7,1,4,3,8,2,3
ENSG00000251266,0,0,0,0,0,0,0
ENSG00000249382,0,0,0,0,0,0,0
ENSG00000250375,0,0,0,0,0,0,0
ENSG00000249111,0,0,0,0,0,0,3
ENSG00000199780,0,0,0,0,0,0,0
ENSG00000249392,0,0,0,0,0,0,0
ENSG00000249892,0,0,0,0,0,0,0
ENSG00000201676,0,0,0,0,0,0,0
ENSG00000201775,0,0,0,0,0,0,0
ENSG00000216027,0,0,0,0,0,0,0
ENSG00000249066,0,0,0,0,0,0,0
ENSG00000248237,0,0,0,0,0,0,0
ENSG00000265829,0,0,0,0,0,0,0
ENSG00000240152,0,0,0,0,0,0,0
ENSG00000150471,15,4,10,10,2,2,4
ENSG00000241261,0,0,0,0,0,0,0
ENSG00000205682,0,0,0,0,0,0,0
ENSG00000226439,0,0,2,1,2,2,1
ENSG00000202169,0,0,0,0,0,0,0
ENSG00000248692,0,0,0,0,0,0,0
ENSG00000225405,2,1,0,3,1,1,1
ENSG00000273583,0,0,0,0,0,0,0
ENSG00000241344,0,0,0,0,0,0,0
ENSG00000250249,0,0,0,0,0,0,0
ENSG00000248847,0,0,0,0,0,0,0
ENSG00000248336,0,0,0,0,0,0,0
ENSG00000265085,0,0,0,0,0,0,0
ENSG00000180673,24,5,3,16,7,7,9
ENSG00000251055,0,0,0,0,0,0,0
ENSG00000231442,0,0,0,0,0,0,0
ENSG00000250775,1,0,1,1,0,0,1
ENSG00000205678,0,0,0,0,0,0,0
ENSG00000252104,0,0,0,0,0,0,0
ENSG00000250768,1,0,0,0,0,0,1
ENSG00000251430,0,0,0,0,0,0,0
ENSG00000251385,2,0,2,0,3,0,1
ENSG00000249893,0,0,0,1,0,0,0
ENSG00000250169,0,0,0,3,0,1,0
ENSG00000248259,0,0,0,0,0,0,0
ENSG00000249045,0,0,0,0,0,0,0
ENSG00000248328,0,0,0,0,0,0,0
ENSG00000244669,0,0,0,0,0,0,0
ENSG00000250125,0,0,0,0,0,0,0
ENSG00000248447,0,0,0,0,0,0,0
ENSG00000248998,0,0,0,0,0,0,0
ENSG00000249351,0,0,0,0,0,0,0
ENSG00000145242,474,43,98,113,106,70,104
ENSG00000243199,28,16,40,14,26,29,31
ENSG00000250846,5,1,5,1,3,1,2
ENSG00000248479,13,3,2,3,4,4,3
ENSG00000222765,0,0,0,0,0,0,0
ENSG00000251527,0,0,0,0,0,0,0
ENSG00000249413,11,2,1,4,1,3,7
ENSG00000272304,0,0,0,0,0,0,0
ENSG00000236562,2,1,2,3,3,2,0
ENSG00000221563,0,0,0,0,0,0,0
ENSG00000244099,0,0,0,0,0,0,0
ENSG00000252890,0,0,0,0,0,0,0
ENSG00000250075,0,0,0,0,0,1,0
ENSG00000206629,1,0,0,0,0,0,0
ENSG00000274759,0,0,0,0,0,0,0
ENSG00000250030,4,2,3,3,3,3,6
ENSG00000145241,1137,311,364,601,458,479,401
ENSG00000035720,0,0,0,0,0,0,0
ENSG00000279464,23,9,8,2,3,3,6
ENSG00000033178,9493,1693,2942,3251,3153,2723,3069
ENSG00000270257,0,0,0,0,0,0,0
ENSG00000248049,215,56,113,97,82,90,125
ENSG00000250656,0,0,0,0,0,0,0
ENSG00000270228,1,0,0,0,0,0,0
ENSG00000270292,0,0,0,0,0,0,0
ENSG00000109163,0,0,0,0,0,0,0
ENSG00000202374,0,0,0,0,0,0,0
ENSG00000232398,0,0,0,0,0,0,0
ENSG00000153802,0,0,0,2,0,0,0
ENSG00000187054,0,0,0,0,0,0,0
ENSG00000229009,0,0,0,0,0,0,0
ENSG00000207428,0,0,1,0,0,0,0
ENSG00000227725,4,1,4,4,4,2,1
ENSG00000198092,0,0,0,0,0,0,0
ENSG00000215127,0,0,0,0,0,0,0
ENSG00000250426,0,0,0,0,0,0,0
ENSG00000250026,0,0,0,0,0,0,0
ENSG00000185873,0,0,0,0,0,0,0
ENSG00000250642,0,0,0,0,0,0,0
ENSG00000248639,0,0,0,0,0,0,0
ENSG00000249531,0,0,0,0,0,0,0
ENSG00000248122,0,0,0,0,0,0,0
ENSG00000083896,7270,1469,2343,2726,2606,2503,2545
ENSG00000162840,25,54,6,62,13,64,11
ENSG00000087128,0,0,0,0,0,0,0
ENSG00000250566,0,0,0,0,0,0,0
ENSG00000197888,0,0,0,0,0,0,0
ENSG00000196620,7,1,5,10,6,3,7
ENSG00000249472,0,0,0,0,0,0,0
ENSG00000251101,0,0,0,0,0,0,0
ENSG00000251074,1,0,0,0,0,0,0
ENSG00000248635,0,0,0,0,0,0,0
ENSG00000250376,2,0,0,0,2,0,0
ENSG00000251236,0,0,0,0,0,0,0
ENSG00000109181,5,1,3,0,5,3,4
ENSG00000251424,0,0,0,0,0,0,0
ENSG00000249235,0,0,0,0,0,0,0
ENSG00000251529,0,0,0,0,0,0,0
ENSG00000248547,0,0,0,0,0,0,0
ENSG00000248613,0,0,0,0,0,0,0
ENSG00000272626,0,0,0,0,0,0,0
ENSG00000249985,0,0,0,0,0,0,0
ENSG00000198277,2,0,0,0,0,0,0
ENSG00000135220,77,14,19,27,21,15,23
ENSG00000251498,0,0,0,0,0,0,0
ENSG00000249735,0,0,0,0,0,0,0
ENSG00000250277,0,0,0,0,0,0,2
ENSG00000213759,14,14,11,11,13,9,8
ENSG00000251685,4,0,3,2,1,5,3
ENSG00000249890,0,0,0,0,0,0,0
ENSG00000250919,0,0,0,0,0,0,0
ENSG00000171234,32,9,19,27,19,24,11
ENSG00000248763,0,0,0,1,0,0,0
ENSG00000251284,0,0,0,0,0,0,0
ENSG00000250100,0,0,0,0,0,0,0
ENSG00000251427,0,0,0,0,0,0,0
ENSG00000196472,0,0,0,0,0,0,0
ENSG00000250696,0,0,0,4,0,0,0
ENSG00000268803,0,0,0,0,0,0,0
ENSG00000249763,1,0,0,0,0,0,0
ENSG00000135226,4,1,0,1,0,1,3
ENSG00000251691,0,0,0,0,0,0,0
ENSG00000250612,0,0,0,0,0,0,0
ENSG00000268209,0,0,0,0,0,0,0
ENSG00000215110,0,0,0,0,0,0,0
ENSG00000248824,0,0,0,0,0,0,0
ENSG00000249956,0,0,0,0,0,0,0
ENSG00000250828,0,0,0,0,0,0,0
ENSG00000249686,0,0,0,0,0,0,0
ENSG00000264696,0,0,0,0,0,0,0
ENSG00000156096,4,4,1,5,3,3,3
ENSG00000248886,0,0,0,0,0,0,0
ENSG00000251177,0,0,0,0,0,0,0
ENSG00000173610,0,0,0,0,0,0,0
ENSG00000270386,0,0,0,0,0,0,0
ENSG00000271271,0,0,0,0,0,0,0
ENSG00000173597,14,13,7,20,7,15,5
ENSG00000236959,0,0,0,0,0,0,0
ENSG00000109193,2,1,0,1,0,0,0
ENSG00000251489,0,0,0,0,0,0,0
ENSG00000126545,0,0,0,0,0,0,0
ENSG00000135222,0,0,0,0,0,0,0
ENSG00000126549,0,0,0,0,0,0,0
ENSG00000279857,0,0,0,0,0,0,0
ENSG00000205649,0,0,0,0,0,0,0
ENSG00000126550,0,0,0,0,0,0,0
ENSG00000234124,0,0,0,0,0,0,0
ENSG00000187533,0,0,0,0,0,0,0
ENSG00000109205,0,0,0,0,0,0,0
ENSG00000181617,0,0,0,0,0,0,0
ENSG00000171209,0,0,0,0,0,0,0
ENSG00000145309,0,0,0,0,0,0,0
ENSG00000109208,0,0,0,0,0,0,0
ENSG00000171201,0,0,0,0,0,0,0
ENSG00000171199,0,0,0,0,0,0,0
ENSG00000171195,0,0,0,0,0,0,0
ENSG00000187689,0,0,0,0,1,0,0
ENSG00000178522,0,0,0,0,0,0,0
ENSG00000132464,2,0,0,0,3,0,1
ENSG00000132465,19,4,6,8,25,3,10
ENSG00000132467,1563,400,668,631,712,687,812
ENSG00000207448,0,0,0,0,0,0,0
ENSG00000207058,0,0,0,0,0,0,0
ENSG00000272986,13,6,3,15,14,10,10
ENSG00000018189,1597,328,577,591,478,535,512
ENSG00000132463,10972,2562,3397,4667,3642,3953,4042
ENSG00000207007,0,0,1,0,0,0,0
ENSG00000173542,4243,839,1263,1807,1266,1235,1189
ENSG00000156136,6441,1251,1931,2698,2220,1750,2246
ENSG00000080493,1132,151,324,259,292,179,237
ENSG00000249170,0,0,0,0,0,0,0
ENSG00000270098,0,0,0,0,0,0,0
ENSG00000145321,0,0,0,0,0,0,0
ENSG00000222236,0,0,0,0,0,0,0
ENSG00000248567,0,0,0,0,0,0,0
ENSG00000056291,0,0,0,0,0,0,0
ENSG00000156140,13,0,1,1,1,2,2
ENSG00000250877,0,0,0,0,0,0,0
ENSG00000278609,0,0,0,0,0,0,0
ENSG00000270665,7,2,19,5,10,6,7
ENSG00000252955,0,0,0,0,0,0,0
ENSG00000210839,0,0,0,0,0,0,0
ENSG00000163626,1084,231,376,504,414,432,430
ENSG00000132466,8378,1643,2745,3263,2627,2832,2745
ENSG00000248641,1,0,1,0,3,0,2
ENSG00000250220,7,1,3,1,3,0,2
ENSG00000221639,1,0,0,3,0,0,2
ENSG00000249976,0,0,0,0,0,0,0
ENSG00000163631,10,1,7,4,5,2,0
ENSG00000081051,120,17,52,48,35,36,46
ENSG00000079557,0,0,0,0,0,0,0
ENSG00000250436,1,0,0,0,0,0,0
ENSG00000249970,2,0,0,0,0,0,0
ENSG00000169435,923,144,381,329,302,254,332
ENSG00000228277,0,0,3,0,0,0,0
ENSG00000169429,189,20,101,24,56,19,110
ENSG00000249051,0,0,0,0,1,0,0
ENSG00000124875,7,0,5,0,4,3,1
ENSG00000250550,0,0,0,0,0,0,0
ENSG00000109272,0,0,0,0,0,0,0
ENSG00000163739,305,16,80,27,66,31,67
ENSG00000249920,8,3,2,4,2,3,6
ENSG00000250339,0,0,0,0,0,0,0
ENSG00000163737,14,3,7,6,8,13,6
ENSG00000163736,9,3,3,2,4,2,2
ENSG00000163735,27833,3767,7000,6640,8565,3661,9170
ENSG00000244194,0,0,0,0,0,0,1
ENSG00000163734,26,5,11,9,19,8,25
ENSG00000248848,0,0,0,0,0,0,0
ENSG00000251017,2,1,0,1,1,1,1
ENSG00000081041,203,31,46,83,38,67,33
ENSG00000163738,807,196,253,368,242,294,236
ENSG00000269559,27,7,8,5,3,0,1
ENSG00000182585,1,0,0,4,1,0,0
ENSG00000265720,0,0,0,0,0,0,0
ENSG00000124882,16032,871,4149,1883,4608,1082,5256
ENSG00000250532,0,0,0,0,0,0,0
ENSG00000109321,1880,136,498,232,627,204,635
ENSG00000249942,9,0,0,4,1,2,1
ENSG00000174808,198,42,84,70,62,89,67
ENSG00000250356,0,0,0,1,0,0,0
ENSG00000169116,167,40,63,84,79,71,54
ENSG00000249717,0,0,0,0,0,0,0
ENSG00000248165,0,0,0,0,0,0,0
ENSG00000260265,51,10,23,16,27,18,23
ENSG00000250315,0,0,0,0,0,0,0
ENSG00000250560,0,0,0,0,0,0,0
ENSG00000251185,0,0,0,0,0,0,0
ENSG00000251454,0,0,0,0,0,0,0
ENSG00000251383,0,0,0,0,0,0,0
ENSG00000248646,0,0,0,0,0,0,0
ENSG00000250735,0,0,0,0,0,0,0
ENSG00000163743,2394,555,625,1136,724,860,762
ENSG00000174796,1114,275,396,513,432,398,427
ENSG00000174792,9,2,0,0,2,0,1
ENSG00000138769,251,56,104,79,82,103,99
ENSG00000138757,40927,9721,13165,18363,16029,14905,15263
ENSG00000201644,0,0,0,0,0,0,0
ENSG00000138768,22296,4092,6648,8652,7770,6754,8039
ENSG00000222644,0,0,0,0,0,0,0
ENSG00000229717,1,0,0,0,0,0,0
ENSG00000156194,4,0,0,3,1,0,0
ENSG00000138744,1344,345,533,640,606,672,706
ENSG00000198301,4365,1094,1234,2039,1433,1693,1375
ENSG00000279909,0,0,0,0,0,0,0
ENSG00000245928,0,0,0,0,0,0,0
ENSG00000280671,0,0,0,0,0,0,0
ENSG00000138755,0,0,0,0,0,0,0
ENSG00000156219,0,0,0,0,0,1,0
ENSG00000169245,0,0,0,0,0,0,0
ENSG00000169248,0,1,0,0,0,0,2
ENSG00000225846,0,0,0,0,0,0,0
ENSG00000265931,0,0,0,0,0,0,0
ENSG00000138750,4104,933,1195,1793,1481,1434,1385
ENSG00000138760,11841,3057,4191,5678,4891,5344,4679
ENSG00000189157,8,2,2,5,6,3,1
ENSG00000272414,0,0,0,0,0,0,0
ENSG00000118804,32,23,21,50,11,52,17
ENSG00000163749,5,4,0,5,1,1,2
ENSG00000249858,45,6,17,14,17,12,11
ENSG00000212368,0,0,0,0,0,0,0
ENSG00000240426,0,0,0,0,0,0,0
ENSG00000199857,0,0,0,0,0,0,0
ENSG00000138771,2001,1363,793,2454,842,2151,810
ENSG00000221118,0,0,0,0,0,0,0
ENSG00000249278,0,0,0,0,0,0,0
ENSG00000207307,0,0,0,0,0,0,0
ENSG00000263445,0,0,0,0,0,0,0
ENSG00000275761,0,0,0,0,0,0,0
ENSG00000231335,0,0,0,0,0,0,0
ENSG00000233860,0,0,0,0,0,0,0
ENSG00000224218,0,0,0,0,0,0,0
ENSG00000264124,0,0,0,0,0,0,0
ENSG00000270244,0,0,0,0,0,0,0
ENSG00000242727,0,0,0,0,0,0,0
ENSG00000186212,2,0,1,0,0,0,0
ENSG00000138758,17445,3841,4204,7672,4918,5702,4587
ENSG00000234036,57,14,33,26,32,40,27
ENSG00000118816,17903,4086,5826,7552,6899,6573,6683
ENSG00000214062,0,0,5,1,0,0,1
ENSG00000271676,0,1,3,0,0,1,0
ENSG00000201641,0,0,0,0,0,0,0
ENSG00000138764,708,174,408,357,491,402,398
ENSG00000270669,0,0,0,0,0,0,0
ENSG00000250006,0,0,0,0,0,0,0
ENSG00000248831,0,0,0,0,0,0,0
ENSG00000249036,0,0,0,0,0,0,0
ENSG00000156234,0,1,0,0,0,0,0
ENSG00000221711,0,0,0,0,0,0,0
ENSG00000138767,2533,451,802,880,798,670,662
ENSG00000169288,2376,471,579,891,578,719,662
ENSG00000250214,0,0,0,0,0,0,0
ENSG00000248926,0,0,0,0,0,0,0
ENSG00000248956,1,0,0,0,1,0,1
ENSG00000278187,0,0,0,0,0,0,0
ENSG00000248640,3,0,1,0,1,1,0
ENSG00000248128,0,0,0,0,0,0,0
ENSG00000249072,30,15,25,14,21,26,25
ENSG00000138759,2209,407,927,699,525,466,736
ENSG00000249565,51,16,30,26,28,45,44
ENSG00000221183,0,0,0,0,0,0,0
ENSG00000248117,0,0,0,0,0,0,0
ENSG00000138772,8560,2522,3310,3876,3703,4174,5138
ENSG00000200998,0,0,0,0,0,0,0
ENSG00000251442,41,11,18,22,14,34,8
ENSG00000251019,0,0,0,0,0,0,0
ENSG00000239793,0,0,0,0,0,0,0
ENSG00000260278,2,1,1,4,3,0,2
ENSG00000138756,4097,886,1266,1731,1364,1270,1324
ENSG00000266270,0,0,0,0,0,0,0
ENSG00000163291,1746,349,557,626,708,539,597
ENSG00000242175,0,0,0,3,0,0,0
ENSG00000249307,6,2,2,0,1,2,0
ENSG00000156269,0,0,0,0,0,0,0
ENSG00000196475,0,0,0,0,0,0,0
ENSG00000250334,0,0,0,0,0,0,0
ENSG00000249646,0,0,0,0,0,0,0
ENSG00000251399,0,0,0,0,0,0,0
ENSG00000248408,0,0,0,0,0,0,0
ENSG00000251321,0,0,0,0,0,0,0
ENSG00000212620,0,0,0,0,0,0,0
ENSG00000163297,272,43,80,95,92,74,91
ENSG00000236530,27,8,23,18,12,16,27
ENSG00000244002,1,0,0,0,1,0,2
ENSG00000248719,0,0,0,0,0,0,0
ENSG00000152784,2,0,4,1,1,1,5
ENSG00000138675,48,4,12,3,4,2,17
ENSG00000197826,0,0,0,0,0,0,0
ENSG00000232327,0,0,0,1,1,0,0
ENSG00000152785,0,0,0,0,0,0,0
ENSG00000138669,215,40,70,82,92,78,72
ENSG00000251059,1,1,0,0,0,0,0
ENSG00000207065,0,0,0,0,0,0,0
ENSG00000138670,3,1,0,1,3,3,4
ENSG00000251331,0,0,0,0,0,0,0
ENSG00000248282,0,0,0,0,0,0,0
ENSG00000248448,0,0,0,0,0,0,0
ENSG00000252762,0,0,0,0,0,0,0
ENSG00000248543,0,0,0,0,0,0,0
ENSG00000250826,1,2,0,1,6,1,1
ENSG00000202485,0,0,0,0,0,0,0
ENSG00000234568,0,0,1,0,0,0,0
ENSG00000273156,53,8,23,19,11,14,5
ENSG00000138668,13704,3155,4444,6062,4578,5527,5001
ENSG00000272677,7,1,2,2,4,5,5
ENSG00000250325,0,0,1,0,1,0,0
ENSG00000202440,0,0,0,0,0,0,0
ENSG00000152795,14262,4756,5286,8632,6225,8113,6058
ENSG00000145293,1531,444,493,686,609,649,651
ENSG00000249242,134,45,57,76,87,77,90
ENSG00000214988,1,0,5,4,3,5,1
ENSG00000227304,13,1,19,11,9,13,12
ENSG00000249960,0,0,0,0,0,0,0
ENSG00000248113,5,4,3,0,6,3,6
ENSG00000231782,0,0,0,1,0,0,0
ENSG00000145284,1195,259,574,513,567,503,614
ENSG00000270480,0,0,0,0,0,0,0
ENSG00000207746,0,0,0,0,0,0,0
ENSG00000270842,0,0,0,0,0,0,0
ENSG00000138674,11576,3336,4230,5560,4482,5757,4306
ENSG00000251022,673,198,268,333,280,288,250
ENSG00000168152,401,79,123,180,144,180,131
ENSG00000189308,2136,564,809,1060,895,904,825
ENSG00000199530,0,0,1,0,0,0,0
ENSG00000251874,0,0,0,0,0,0,0
ENSG00000138663,3401,829,1104,1503,1258,1246,1283
ENSG00000145287,65,25,24,15,33,29,39
ENSG00000250057,3,1,4,4,1,2,3
ENSG00000250677,0,0,0,0,0,0,0
ENSG00000248401,0,0,0,0,0,0,0
ENSG00000173085,1865,415,647,718,738,699,772
ENSG00000173083,174,50,54,66,68,57,57
ENSG00000274154,0,0,0,0,0,0,0
ENSG00000251647,0,0,0,0,0,0,0
ENSG00000163312,971,191,318,454,314,356,329
ENSG00000163319,567,161,249,356,272,294,266
ENSG00000163322,1522,363,581,719,656,599,543
ENSG00000213608,3,1,0,2,0,0,4
ENSG00000239525,0,0,0,0,0,0,0
ENSG00000138678,4126,869,1052,2005,1311,1490,1199
ENSG00000201633,0,0,0,0,0,0,0
ENSG00000249171,0,0,0,0,0,0,0
ENSG00000281366,0,0,0,0,0,0,0
ENSG00000250546,8,5,2,3,5,0,1
ENSG00000200108,0,0,0,0,0,0,0
ENSG00000214980,0,0,1,0,1,1,1
ENSG00000248749,1,0,0,0,0,1,0
ENSG00000163623,19,3,14,2,7,6,10
ENSG00000258013,0,0,0,0,0,0,0
ENSG00000163624,217,43,93,59,105,59,128
ENSG00000163625,5359,922,1954,1741,1549,1368,1623
ENSG00000239466,0,0,0,0,0,0,0
ENSG00000251260,0,0,0,0,0,0,0
ENSG00000252062,0,0,0,0,0,0,0
ENSG00000180769,98,20,34,46,60,46,61
ENSG00000201901,0,0,0,1,0,0,0
ENSG00000248725,0,1,1,3,0,0,0
ENSG00000138639,199,81,100,125,111,132,118
ENSG00000266421,0,0,0,0,0,0,2
ENSG00000265774,0,0,0,0,0,0,0
ENSG00000273389,0,0,0,0,0,0,0
ENSG00000261496,0,0,0,0,1,0,0
ENSG00000109339,37,8,14,14,11,13,13
ENSG00000250062,2,0,0,0,0,0,0
ENSG00000252757,0,0,0,0,0,0,0
ENSG00000266515,0,0,0,0,0,0,1
ENSG00000163629,4591,651,1336,1321,1234,978,1279
ENSG00000145283,0,0,1,1,0,0,0
ENSG00000243312,2,0,4,2,3,6,3
ENSG00000163633,233,48,71,98,82,111,87
ENSG00000250202,1,2,0,0,0,0,0
ENSG00000251411,11,3,5,8,2,10,11
ENSG00000172493,5745,1669,2186,3368,2080,2886,2056
ENSG00000235043,9,5,3,4,6,3,9
ENSG00000145332,2383,448,759,938,802,693,878
ENSG00000248196,1,0,1,5,1,1,2
ENSG00000248180,10,5,18,13,5,10,9
ENSG00000250572,0,0,0,0,0,0,0
ENSG00000263981,0,0,0,0,0,0,0
ENSG00000170509,12,5,5,13,6,9,7
ENSG00000255723,0,0,0,0,0,0,0
ENSG00000198189,10202,2902,4033,5583,4708,4844,4175
ENSG00000240966,0,0,0,1,0,0,0
ENSG00000249262,1,0,0,0,0,0,0
ENSG00000280481,0,0,0,0,0,0,0
ENSG00000170502,715,195,356,313,382,416,399
ENSG00000272856,0,0,0,0,0,0,0
ENSG00000152583,0,0,0,0,0,0,0
ENSG00000281790,0,0,0,0,0,0,0
ENSG00000249001,0,0,0,0,0,0,0
ENSG00000152591,0,0,0,0,0,0,0
ENSG00000152592,0,0,0,0,0,0,0
ENSG00000200024,0,0,0,0,0,0,0
ENSG00000249973,0,0,0,1,0,0,0
ENSG00000029559,0,0,0,0,0,0,0
ENSG00000152595,0,0,0,0,0,0,1
ENSG00000183199,222,57,134,103,110,129,186
ENSG00000118785,17880,3372,6958,5905,7845,5810,8537
ENSG00000202000,0,0,0,0,0,0,0
ENSG00000118762,8833,1923,3047,3880,3871,3087,3559
ENSG00000118777,7317,1164,2440,2158,3064,1907,2672
ENSG00000241853,0,2,0,0,0,0,1
ENSG00000201707,0,0,0,0,0,0,0
ENSG00000221440,0,0,0,0,0,0,0
ENSG00000251285,0,0,0,0,0,0,0
ENSG00000199326,0,0,0,0,0,0,0
ENSG00000163644,201,51,82,103,82,106,82
ENSG00000200469,0,0,0,0,0,0,0
ENSG00000246375,0,0,0,0,0,0,0
ENSG00000207480,0,0,0,0,0,0,0
ENSG00000138642,995,287,393,533,407,503,387
ENSG00000138646,937,208,334,411,379,393,415
ENSG00000221079,0,0,0,0,0,0,0
ENSG00000249934,1,0,0,0,0,0,1
ENSG00000145337,3788,922,1135,1902,1317,1432,1324
ENSG00000138641,1517,711,633,1282,658,1088,762
ENSG00000255072,0,0,0,0,0,0,0
ENSG00000249755,0,0,0,0,0,1,0
ENSG00000252322,0,0,0,0,0,0,0
ENSG00000207524,0,0,0,0,0,0,0
ENSG00000177432,231,52,92,107,60,82,82
ENSG00000248019,23,17,15,26,12,18,15
ENSG00000278151,0,0,0,0,0,0,0
ENSG00000276003,0,0,0,0,0,0,0
ENSG00000138640,1474,315,679,606,646,606,594
ENSG00000180346,1270,291,455,514,430,526,483
ENSG00000270720,11,2,3,1,4,4,3
ENSG00000212226,1,0,1,0,0,0,0
ENSG00000185477,12741,855,4055,1947,3633,1317,3018
ENSG00000251095,7,4,0,5,7,2,0
ENSG00000145335,4,2,2,3,3,3,4
ENSG00000274238,0,0,0,0,0,0,0
ENSG00000277695,0,0,0,0,0,0,0
ENSG00000276542,0,0,0,0,1,0,0
ENSG00000247775,0,0,0,0,0,0,0
ENSG00000138722,0,0,0,0,0,0,0
ENSG00000184305,0,0,0,2,0,0,0
ENSG00000252087,0,0,0,0,0,0,0
ENSG00000251401,0,0,0,0,0,0,0
ENSG00000187653,209,72,161,128,146,181,193
ENSG00000248984,0,0,0,0,0,0,0
ENSG00000249049,0,0,0,0,0,0,0
ENSG00000279013,0,0,0,0,0,0,0
ENSG00000249891,0,0,0,0,0,0,0
ENSG00000249052,0,0,0,0,0,0,0
ENSG00000248817,0,0,1,3,1,1,3
ENSG00000280056,0,0,0,0,0,0,0
ENSG00000249152,0,0,0,1,0,0,0
ENSG00000248511,0,0,0,0,0,0,0
ENSG00000152208,0,0,0,0,0,0,0
ENSG00000251449,0,0,0,0,0,0,0
ENSG00000249239,0,0,2,0,0,1,1
ENSG00000248627,0,0,0,0,0,0,0
ENSG00000248750,0,0,0,0,0,0,0
ENSG00000250908,0,0,0,0,0,0,0
ENSG00000252342,0,0,0,0,0,0,0
ENSG00000172238,0,0,0,0,0,0,0
ENSG00000246541,0,0,0,0,0,0,0
ENSG00000250897,1,0,0,0,0,0,0
ENSG00000163104,9588,1900,2859,3561,3382,2993,3081
ENSG00000163106,0,0,0,0,1,0,0
ENSG00000241103,0,0,1,0,0,0,0
ENSG00000279272,0,0,0,0,0,0,0
ENSG00000163110,25794,4040,10992,7872,12193,6362,9672
ENSG00000249951,0,0,0,0,0,0,0
ENSG00000249599,8,3,5,5,14,9,11
ENSG00000138696,2084,539,802,1000,1161,992,1009
ENSG00000182168,1,1,0,2,0,3,2
ENSG00000271474,0,0,0,0,0,0,0
ENSG00000242936,0,0,0,0,0,0,0
ENSG00000163114,0,0,0,0,0,0,0
ENSG00000200622,0,0,0,0,0,0,0
ENSG00000201744,0,0,0,0,0,0,0
ENSG00000250655,0,0,0,0,0,0,0
ENSG00000248510,0,0,0,0,0,0,0
ENSG00000201640,0,0,0,0,0,0,0
ENSG00000236764,0,0,1,0,3,1,0
ENSG00000253170,0,0,0,0,0,0,0
ENSG00000163116,0,0,3,2,0,3,1
ENSG00000254044,0,0,0,0,0,0,0
ENSG00000251620,0,0,0,0,0,0,0
ENSG00000250293,0,0,0,0,0,0,0
ENSG00000242697,6,1,5,3,3,2,1
ENSG00000214904,0,0,0,0,0,0,0
ENSG00000214559,0,0,0,0,1,2,2
ENSG00000138698,4189,896,1343,1736,1398,1467,1485
ENSG00000242318,0,0,2,0,0,0,0
ENSG00000168785,1596,239,552,440,702,402,712
ENSG00000251523,0,0,0,0,0,0,0
ENSG00000260641,9,0,3,2,5,1,2
ENSG00000249764,0,0,0,0,0,0,0
ENSG00000227118,0,1,0,0,0,0,0
ENSG00000151247,2719,615,923,1106,1002,948,1137
ENSG00000249055,4,0,0,0,1,0,0
ENSG00000263923,0,1,1,0,0,0,0
ENSG00000238449,0,0,0,0,0,0,0
ENSG00000214886,0,0,0,0,0,0,0
ENSG00000252548,0,0,0,0,0,0,0
ENSG00000251437,0,0,0,0,0,0,0
