NAME	REGIONS	BP	output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21/mESC_RAD21_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A/mESC_ARID1A_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_AFF4_rep1/mESC_AFF4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_ELL2_rep1/mESC_ELL2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_POL2_rep1/mESC_POL2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300/mESC_P300_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_CHD7/mESC_CHD7_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_NIPBL/mESC_NIPBL_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC3/mESC_SMC3_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED1/mESC_MED1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED12/mESC_MED12_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC1/mESC_SMC1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_SOX2_rep1/mESC_SOX2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_CDK8_rep1/mESC_CDK8_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_NANOG_rep1/mESC_NANOG_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_OCT4_rep1/mESC_OCT4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_RONIN_rep1/mESC_RONIN_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_MBD3_rep1/mESC_MBD3_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_CBP_rep1/mESC_CBP_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG1/mESC_STAG1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG2/mESC_STAG2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE20530/peak_call/mESC_NELFA_rep1/mESC_NELFA_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE20530/peak_call/mESC_POL2SER5_rep1/mESC_POL2SER5_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE21917/peak_call/mESC_POL2SER7_rep1/mESC_POL2SER7_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE116603/peak_call/mESC_RING1B_rep1/mESC_RING1B_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE116603/peak_call/mESC_SUZ12_rep1/mESC_SUZ12_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE99518/peak_call/mESC_YY1_rep1/mESC_YY1_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE94300_A/peak_call/mESC_EZH2/mESC_EZH2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE94300_A/peak_call/mESC_MTF2/mESC_MTF2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE94300_B/peak_call/mESC_JARID2/mESC_JARID2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30203/peak_call/mESC_CTCF/mESC_CTCF_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30203/peak_call/mESC_POL2/mESC_POL2_peaks.narrowPeak.bed
output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21/mESC_RAD21_peaks.narrowPeak.bed	126965	23274753	1.0	0.5104270158192872	0.2430449924581678	0.32009331723588896	0.22698000086246758	0.4166973696729199	0.42799951402875613	0.3006635022460947	0.37690490911079494	0.28887738979775657	0.7992777719344356	0.9811010836843116	0.5584107774969965	0.5890615154570001	0.9799195407459871	0.17849377742416742	0.4016573467699834	0.14017672916480467	0.22169886910687275	0.5054380340347162	0.38944362212331424	0.5049279524185266	0.2988804723621796	0.45871686384577803	0.6920920022746838	0.7008761465980916	0.4990877322014954	0.34534830683913664	0.31425957110477853	0.2615680503693447	0.08654337483447175	0.14250664732464025	0.3103159556860405	0.11308711707473018	0.11369766022956536	0.16595702204577745	0.6034823963519969	0.19590221131657104
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	89588	40514000	0.5104270158192872	1.0	0.8779805476272508	0.7406934128706137	0.5890149849771786	0.9756394689531064	0.8057773979564274	0.7469830480233982	0.7115206364950469	0.6983420068379679	0.9738810075141565	0.7740074447984622	0.925434841577896	0.9524612315249046	0.78869562175666	0.6533797384928145	0.8024609646182567	0.5171439660263294	0.6446023411423499	0.7942971268863923	0.5949337162357389	0.7940856431283391	0.6052430081966071	0.7644503061460793	0.5008121417378694	0.5435100695361659	0.5752824400898296	0.8169084585478966	0.727793983847257	0.5507980288375137	0.1518120152616798	0.27191170399448295	0.7061561505406753	0.265739641807882	0.27218632333289805	0.3143147755265871	0.3885925625080945	0.5181000779831852
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A/mESC_ARID1A_peaks.narrowPeak.bed	19571	7088307	0.2430449924581678	0.8779805476272508	1.0	0.6817949166677709	0.24406964806279505	0.3774367483318709	0.4052076565969956	0.32051014896070845	0.5556461040413845	0.5054645133177901	0.4680744195278115	0.03719114013692967	0.6650331820348918	0.7660036892050255	0.07129198978620425	0.5172057160480868	0.512437943683267	0.44734621475601477	0.5836128408321978	0.41980680779699936	0.0929280552981723	0.44737407062953566	0.38314712203995765	0.24936378622235705	0.21494867141582674	0.306352930199727	0.7126999359943629	0.2781493608133089	0.2905890645844654	0.333083641620403	0.017650753302881975	0.03457011772888484	0.21896698346314164	0.01191753347482275	0.007511558312019007	0.09450212910929089	0.10827977199455474	0.24921819691142455
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	51656	24194544	0.32009331723588896	0.7406934128706137	0.6817949166677709	1.0	0.6268982125400522	0.8972275926848783	0.8622504065451813	0.6304954306430899	0.6782787097948357	0.5461660526075872	0.9993825537283384	0.43912176271443376	0.9277450530822839	0.9224309207643518	0.4720395095353372	0.4901371471347537	0.6638414126297484	0.38901974142123946	0.47824040966760456	0.6617194832818599	0.5413448894337571	0.6829988267948405	0.5113655444584346	0.6418120241762149	0.29896252436979065	0.3429120511040909	0.7098113944754566	0.6958755757182024	0.654553741100035	0.5248786157737951	0.08765670122387685	0.14778324165723336	0.6942700918885206	0.11981540997303676	0.1212122250878592	0.1895083398458532	0.2459006963167988	0.47628549825768185
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_AFF4_rep1/mESC_AFF4_rep1_peaks.narrowPeak.bed	6160	3560837	0.22698000086246758	0.5890149849771786	0.24406964806279505	0.6268982125400522	1.0	0.10392485553652137	0.7384859574015128	0.6215901629911553	0.2366523008143065	0.32357669831832153	0.4370666568840826	0.005076259578848866	0.5472516547127212	0.49614276578349886	0.022124603602406347	0.18474110856362363	0.4969711564898882	0.19938105376975065	0.2704244122377558	0.44299682511090366	0.0896717708700222	0.15811574059775246	0.27016714022682486	0.24394756570233184	0.19803464963045256	0.2545962680058902	0.7741212363411198	0.3379295375846554	0.5734842478630783	0.7606145738057903	0.14049328151619253	0.08380816457077638	0.14205530184094034	0.029970309503999547	0.02721542539237322	0.12782018244077512	0.103018942100912	0.632092314459651
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	1343	433505	0.4166973696729199	0.9756394689531064	0.3774367483318709	0.8972275926848783	0.10392485553652137	1.0	0.09587092381466712	0.9058592138002981	0.06157703057125292	0.16985676879919182	0	0.009590824033930254	0.03804797542012113	0.056309995078057326	0.016641604491587005	0.031179568641477952	0.6884794970590583	0.04110956747982681	0.25032697361498585	0.4362824520308067	0.15032367758835571	0.12215712385324762	0.2952267807919074	0.44945000503043986	0.3343901087896344	0.3593915189268751	0.6920146117263288	0.8530009623616106	0.833516611964613	0.9007350583621988	0.12496856556770422	0.18617304748824748	0.19248004350844686	0.0718263538344442	0.05322493564695879	0.25224210287842846	0.24404957680980705	0.7153632995497555
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_ELL2_rep1/mESC_ELL2_rep1_peaks.narrowPeak.bed	2310	844304	0.42799951402875613	0.8057773979564274	0.4052076565969956	0.8622504065451813	0.7384859574015128	0.09587092381466712	1.0	0.8543388725740274	0.3600359104891707	0.4859696737511919	0.4722558982655388	0.005902246543385917	0.36957433357258246	0.30222920278497467	0.023953492378644938	0.2848788897036644	0.8047438804972442	0.3016219381626484	0.4670432281640776	0.7393473448140222	0.20010712863120875	0.2132768758234975	0.4631283559301562	0.44564991983621366	0.3737484790658377	0.4712489975006353	0.9349154892957618	0.6106538208035779	0.7654312944108354	0.831059945078032	0.14208816428038354	0.10940946530876995	0.2742360111305409	0.04245056220259722	0.038283007648815856	0.29921052516339136	0.19566877062931745	0.7450501576468912
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_POL2_rep1/mESC_POL2_rep1_peaks.narrowPeak.bed	32172	18056279	0.3006635022460947	0.7469830480233982	0.32051014896070845	0.6304954306430899	0.6215901629911553	0.9058592138002981	0.8543388725740274	1.0	0.34047262704339054	0.3206255852347461	0.8943500226159876	0.14395387281057379	0.7278940721282091	0.6758235888245903	0.16784317166023174	0.17969604433880387	0.5326948101741016	0.13779566807757457	0.2683287603254746	0.5182832506687589	0.5770040788389754	0.46580649162474796	0.3588471410290608	0.5954361732398278	0.26457126497495537	0.288556161888883	0.7134517337306302	0.7875111051669987	0.7280975086607281	0.7705181780867092	0.138867417225824	0.18993883891031682	0.6099769644686434	0.18424808909755458	0.18947570302806718	0.26224234445641803	0.2153654611199589	0.6058460211418998
output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300/mESC_P300_peaks.narrowPeak.bed	12659	2764824	0.3769049091107949	0.7115206364950469	0.5556461040413845	0.6782787097948358	0.2366523008143065	0.06157703057125292	0.3600359104891707	0.34047262704339054	1.0	0.6095585139246824	0.6563071072882806	0.014439985092841424	0.6088018399801631	0.693116701199688	0.044303259182419494	0.502729695556021	0.6087699089089598	0.5461668794884301	0.6090868854051916	0.5509381299800248	0.10849352080222208	0.32627783834878304	0.5695409290480223	0.3718184684415752	0.33300835673583873	0.45629983861695445	0.8019494479796055	0.28520511609784466	0.3343897102375524	0.37422512968660976	0.11215933211931566	0.10961213579369963	0.17101962065171405	0.004035941105118113	-0.0518734607870635	0.1429573886863836	0.0952521033028893	0.2474089128819027
output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_CHD7/mESC_CHD7_peaks.narrowPeak.bed	43908	10141297	0.28887738979775657	0.6983420068379679	0.5054645133177901	0.5461660526075872	0.32357669831832153	0.16985676879919182	0.4859696737511919	0.3206255852347461	0.6095585139246824	1.0	0.6586593847854382	0.13293300136758487	0.7353148283057669	0.806956836723838	0.16305243990862586	0.4879723617549287	0.4318122577526118	0.38320696768742185	0.44087637145520503	0.39068733549604423	0.16005638361426533	0.5310662053666889	0.36367631095918423	0.2933945254751142	0.2645944442293822	0.3346933892720567	0.7167595197161618	0.26833704687157	0.2915033333785489	0.35490276373758906	0.054853160355454254	0.07032620025436256	0.236790179802004	0.029460997765577084	0.02660931961043929	0.12104805552829369	0.1622390672833223	0.246876527699433
