NAME	REGIONS	BP	output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21_rep2/mESC_RAD21_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21/mESC_RAD21_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21_rep1/mESC_RAD21_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A/mESC_ARID1A_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A_rep2/mESC_ARID1A_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A_rep1/mESC_ARID1A_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_AFF4_rep1/mESC_AFF4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_ELL2_rep1/mESC_ELL2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_POL2_rep1/mESC_POL2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300_rep3/mESC_P300_rep3_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_CHD7_rep1/mESC_CHD7_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300_rep1/mESC_P300_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300/mESC_P300_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_CHD7_rep2/mESC_CHD7_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300_rep2/mESC_P300_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_CHD7/mESC_CHD7_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_NIPBL/mESC_NIPBL_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC3_rep1/mESC_SMC3_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC3/mESC_SMC3_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED1/mESC_MED1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC3_rep2/mESC_SMC3_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED1_rep1/mESC_MED1_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED12/mESC_MED12_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC1_rep2/mESC_SMC1_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED12_rep1/mESC_MED12_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC1_rep1/mESC_SMC1_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED1_rep2/mESC_MED1_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED12_rep2/mESC_MED12_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_NIPBL_rep1/mESC_NIPBL_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_NIPBL_rep2/mESC_NIPBL_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC1/mESC_SMC1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_SOX2_rep1/mESC_SOX2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_CDK8_rep1/mESC_CDK8_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_NANOG_rep1/mESC_NANOG_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_OCT4_rep1/mESC_OCT4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE44286_A/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_RONIN_rep1/mESC_RONIN_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_MBD3_rep1/mESC_MBD3_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_CBP_rep1/mESC_CBP_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG1_rep1/mESC_STAG1_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG2_rep2/mESC_STAG2_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG1/mESC_STAG1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG2_rep1/mESC_STAG2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG1_rep2/mESC_STAG1_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_STAG2/mESC_STAG2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE36561/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE20530/peak_call/mESC_NELFA_rep1/mESC_NELFA_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE20530/peak_call/mESC_POL2SER5_rep1/mESC_POL2SER5_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE21917/peak_call/mESC_POL2SER7_rep1/mESC_POL2SER7_rep1_peaks.narrowPeak.bed
output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21_rep2/mESC_RAD21_rep2_peaks.narrowPeak.bed	82714	17181643	1.0	0.9207875240420476	0.7030746738879242	0.5522426759515721	0.1836864668493996	0.16463346054675068	0.3247238097491592	0.1938297224428994	0.16131082324871363	0.2857287947415672	0.32141811224834727	0.2195000483780794	0.37260059090975917	0.22147509240663663	0.4214744250251426	0.2871199013925697	0.25468606582059056	0.42347347862033324	0.23017197986352464	0.626509605193303	0.8945946986590216	0.9842389538024975	0.450458939405602	0.9821181831904987	0.47535909124942416	0.4770608909680213	0.9790683717050724	0.28851233170715557	0.8838894180650706	0.43165810657958004	0.5041891921842926	0.5512541216362189	0.6052998430352072	0.9811465043615458	0.13795190063082954	0.32775530167251815	0.10539555489013885	0.16850050997798174	0.4165025906071184	0.265331272420781	0.39031237343852015	0.2276524494194488	0.3501785848883688	0.8649306370447899	0.7581568850881306	0.8206713202721856	0.8514105713395165	0.7686499018151824	0.7998260195427782	0.5079904111162948	0.24512422997748495	0.21644912973620312	0.2288717421672776
output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21/mESC_RAD21_peaks.narrowPeak.bed	126965	23274753	0.9207875240420476	1.0	0.6830519732219841	0.5104270158192872	0.2430449924581678	0.22029424226721764	0.32009331723588896	0.25530380534012426	0.22698000086246758	0.4166973696729199	0.42799951402875613	0.3006635022460947	0.4452415515619675	0.27601417301165987	0.5049415849645471	0.37690490911079494	0.3216137389140543	0.5020732054790764	0.28887738979775657	0.7992777719344356	0.9027196220762103	0.9811010836843116	0.5584107774969965	0.9779260782231758	0.5813587407171446	0.5890615154570001	0.9757777122622423	0.36267234480637306	0.9059036348337767	0.5468208207635287	0.6180460038453691	0.6945447706779652	0.7656916352546443	0.9799195407459871	0.17849377742416742	0.4016573467699834	0.14017672916480467	0.22169886910687275	0.5054380340347162	0.38944362212331424	0.5049279524185266	0.2988804723621796	0.45871686384577803	0.873929675202703	0.8019232317936437	0.6920920022746838	0.8753980742671872	0.7806823363325534	0.7008761465980916	0.4990877322014954	0.34534830683913664	0.31425957110477853	0.2615680503693447
output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21_rep1/mESC_RAD21_rep1_peaks.narrowPeak.bed	67276	22322322	0.7030746738879242	0.6830519732219841	1.0	0.5021799147859117	0.17948978481295488	0.17090546463249837	0.3020644741141171	0.19136674351030855	0.1743333913703817	0.36279604506256924	0.3494729059469364	0.2662587631932226	0.37057090285259486	0.2078855761354371	0.4055004422139435	0.2915238488531366	0.2583787488521028	0.4152969945460728	0.22765422896780924	0.7806367322521923	0.9463796599693605	0.997803322510951	0.43707666422660235	0.997244980180523	0.4530772615529778	0.44764121917354105	0.9931814275596542	0.2527577013923954	0.9136681588698307	0.4301446701810558	0.4729387721485554	0.4809124735377976	0.7081994572279477	0.991742578190296	0.11359698828448883	0.3587600261276161	0.08889271351933944	0.16890082319008612	0.4593471860955422	0.38241968102626916	0.4315990218254774	0.23902805260128354	0.40194012171044163	0.8415451717112354	0.7019000310869276	0.6377746942330628	0.8150362987806671	0.6920968880592653	0.6125028798920036	0.46941281406150703	0.30731220182763336	0.27822547006658066	0.24118730844752584
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	89588	40514000	0.5522426759515721	0.5104270158192872	0.5021799147859117	1.0	0.8779805476272508	0.7835642547551347	0.7406934128706137	0.866146958473971	0.5890149849771786	0.9756394689531064	0.8057773979564274	0.7469830480233982	0.7826679606262605	0.7619791795585998	0.8121939018803568	0.7115206364950469	0.7816730773424827	0.8024503027121067	0.6983420068379679	0.9738810075141565	0.7212841778111944	0.7740074447984622	0.925434841577896	0.7545083104349938	0.9372027117405519	0.9524612315249046	0.7677449980072666	0.7980536681649981	0.7933405787896121	0.9107343638151968	0.9580119414668349	0.9857427883218187	0.9817545868268193	0.78869562175666	0.6533797384928145	0.8024609646182567	0.5171439660263294	0.6446023411423499	0.7942971268863923	0.5949337162357389	0.7940856431283391	0.6052430081966071	0.7644503061460793	0.54082512333035	0.585908786447822	0.5008121417378694	0.5625519763469409	0.5403098410409906	0.5435100695361659	0.5752824400898296	0.8169084585478966	0.727793983847257	0.5507980288375137
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A/mESC_ARID1A_peaks.narrowPeak.bed	19571	7088307	0.1836864668493996	0.2430449924581678	0.17948978481295488	0.8779805476272508	1.0	0.9637469787924889	0.6817949166677709	0.873226816283489	0.24406964806279505	0.3774367483318709	0.4052076565969956	0.32051014896070845	0.6794016685538201	0.5240043153712146	0.6888715405763478	0.5556461040413845	0.433238351016857	0.7226185208384989	0.5054645133177901	0.4680744195278115	0.04921738648268864	0.03719114013692967	0.6650331820348918	0.029085174050044623	0.6992574932991912	0.7660036892050255	0.05700689076794688	0.6224639413581682	0.1361839483621508	0.6204088358226153	0.7645196150386734	0	0.5385933974059638	0.07129198978620425	0.5172057160480868	0.512437943683267	0.44734621475601477	0.5836128408321978	0.41980680779699936	0.0929280552981723	0.44737407062953566	0.38314712203995765	0.24936378622235705	0.04539956363193865	0.2206128404071746	0.21494867141582674	0.09662698485145947	0.1626333507494906	0.306352930199727	0.7126999359943629	0.2781493608133089	0.2905890645844654	0.333083641620403
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A_rep2/mESC_ARID1A_rep2_peaks.narrowPeak.bed	33137	12422964	0.16463346054675068	0.22029424226721764	0.17090546463249834	0.7835642547551347	0.9637469787924889	1.0	0.5875188945738947	0.8445162492224147	0.3099063752417976	0.49871518734257636	0.4939835102326836	0.3009805370935612	0.7412323341436976	0.6246936286922611	0.755165250016096	0.6360235371462867	0.538819964207459	0.7751017415392585	0.4749276271953688	0.5132752273067399	0.09134047584544258	0.07549736653607703	0.7663803133692589	0.06319042132723358	0.788504651242843	0.8481414706790029	0.09515350992830068	0.709958116694844	0.19165266186280108	0.7289947115987497	0.8499566638952784	0.33932881727143843	0.5971974282914996	0.11367728904387593	0.617750640437696	0.4248676048751169	0.4695956435873631	0.4861579484608901	0.36929144916567636	0.15558952497569228	0.5449188097034857	0.39939498137219526	0.3302188922566224	0.06096748762044591	0.189622756345814	0.19337061473136397	0.10603204894901859	0.15010823145660568	0.25972692158144495	0.6356159026620016	0.2591265138148884	0.2711930812659655	0.31904025537780567
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	51656	24194544	0.3247238097491592	0.32009331723588896	0.3020644741141171	0.7406934128706137	0.6817949166677709	0.5875188945738947	1.0	0.6851203845212763	0.6268982125400522	0.8972275926848783	0.8622504065451813	0.6304954306430899	0.7750528087735105	0.6150267030270674	0.8060228692951621	0.6782787097948357	0.6442235303090383	0.798416697546314	0.5461660526075872	0.9993825537283384	0.4118464247855586	0.43912176271443376	0.9277450530822839	0.41450455095458305	0.9486369875764972	0.9224309207643518	0.4421610566685574	0.7417923251536759	0.5061921209955829	0.9051982430118533	0.9295317402396638	1.0	0.990687674223984	0.4720395095353372	0.4901371471347537	0.6638414126297484	0.38901974142123946	0.47824040966760456	0.6617194832818599	0.5413448894337571	0.6829988267948405	0.5113655444584346	0.6418120241762149	0.25695218541579407	0.3606101997950096	0.29896252436979065	0.29708146692842696	0.3168951422275446	0.3429120511040909	0.7098113944754566	0.6958755757182024	0.654553741100035	0.5248786157737951
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A_rep1/mESC_ARID1A_rep1_peaks.narrowPeak.bed	17159	5981069	0.1938297224428994	0.25530380534012426	0.19136674351030855	0.8661469584739712	0.873226816283489	0.8445162492224147	0.6851203845212763	1.0	0.21178958592932176	0.3707059116188407	0.3586489894657795	0.34332814233737924	0.6053046636791103	0.44686265639615536	0.6110690219775077	0.48518855843296954	0.3819388506603179	0.6454742238696485	0.4959177753601816	0.4575804049167714	0.05131343164496373	0.04008395203108052	0.5676244448731251	0.03242561541280819	0.6098027172869391	0.665906728292818	0.05747805154376899	0.5395247942181821	0.1236542885542038	0.5304680306126668	0.6631757298735287	0.24485478105188166	0.4815541890273401	0.07041639638720948	0.442715171083218	0.5163295620089308	0.44313806955342716	0.5752553962587672	0.42685910306873776	0.0945924375119008	0.3900541795067092	0.37972198346529024	0.260271170292548	0.05166235959982908	0.23294479457595177	0.22850446010093903	0.10287177739038404	0.1759088234521201	0.31801549717122723	0.71192091391304	0.29967421421755436	0.3106809918158315	0.35195209676704886
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_AFF4_rep1/mESC_AFF4_rep1_peaks.narrowPeak.bed	6160	3560837	0.16131082324871363	0.22698000086246758	0.1743333913703817	0.5890149849771786	0.24406964806279505	0.30990637524179754	0.6268982125400522	0.2117895859293218	1.0	0.10392485553652137	0.7384859574015128	0.6215901629911553	0.34744701074151646	0.20743714558146575	0.37321041485143114	0.2366523008143065	0.284864870018199	0.38148491872041884	0.32357669831832153	0.4370666568840826	0.021726349137622645	0.005076259578848866	0.5472516547127212	0.0027585429994275916	0.6090014278019987	0.49614276578349886	0.015054813047203047	0.3256169389963033	0.0530330418905315	0.48928984027281364	0.5090859471223526	1.0	0.40804612698921455	0.022124603602406347	0.18474110856362363	0.4969711564898882	0.19938105376975065	0.2704244122377558	0.44299682511090366	0.0896717708700222	0.15811574059775246	0.27016714022682486	0.24394756570233184	0.03048727573846089	0.19012289857260115	0.19803464963045256	0.07201383950581146	0.1531165819398915	0.2545962680058902	0.7741212363411198	0.3379295375846554	0.5734842478630783	0.7606145738057903
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	1343	433505	0.2857287947415672	0.4166973696729199	0.36279604506256924	0.9756394689531064	0.3774367483318709	0.49871518734257636	0.8972275926848783	0.3707059116188407	0.10392485553652137	1.0	0.09587092381466712	0.9058592138002981	0.041760098771302885	0.04073058404882556	0.04815352462163199	0.06157703057125292	0.20222935134912007	0.04043253849355148	0.16985676879919182	0	0.07762198593478921	0.009590824033930254	0.03804797542012113	0.0033422297689885937	0.031122045478256234	0.056309995078057326	0.008740219854512635	0.07204585914686111	0.1276333650676947	0.062292620919734185	0.056867460527656025	0	0.04942532717338239	0.016641604491587005	0.031179568641477952	0.6884794970590583	0.04110956747982681	0.25032697361498585	0.4362824520308067	0.15032367758835571	0.12215712385324762	0.2952267807919074	0.44945000503043986	0.025672393025807774	0.31260934931340556	0.3343901087896344	0.04867715431666858	0.30335549335753204	0.3593915189268751	0.6920146117263288	0.8530009623616106	0.833516611964613	0.9007350583621988
