NAME	REGIONS	BP	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_0h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_0m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_10h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_10m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_12h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_15m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_1h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_20m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_25m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_2h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_30m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_3h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_4h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_5h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_5m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_6h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_7h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_8h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_0h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_0m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_10h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_10m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_12h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_15m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_1h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_20m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_25m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_2h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_30m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_3h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_4h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_5h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_5m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_6h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_7h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/JUN_8h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_10h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_10m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_12h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_15m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_1h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_20m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_25m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_2h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_30m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_3h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_4h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_5h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_5m_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_6h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_7h_consensus_peaks.bed	/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/NR3C1_8h_consensus_peaks.bed
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_0h_consensus_peaks.bed	2117	1155572	1.0	0.950007642453	0.719384397821	0.995743140836	0.658245685953	0.986594426757	0.568685650811	0.979807360525	0.959293777513	0.488413930062	0.510744417612	0.568916121447	0.487008439601	0.812753075122	0.998975691534	0.821969355004	0.802202779311	0.755710539509	0.722261590188	0.967762317618	0.852557404938	0.984900558608	0.92933717271	0.98217853753	0.807942212231	0.990893037089	0.990499901794	0.771038588916	0.749641888651	0.783089195954	0.906301389591	0.753789664023	0.992461057294	0.857597255493	0.892158633574	0.889770516627	0.369276464516	0.994188098757	0.467771952059	0.991902141643	0.660567290775	0.983438163324	0.973253545344	0.611081839534	0.822297134002	0.536930741477	0.349403516533	0.333471064753	0.989312646343	0.366365287873	0.479280134028	0.422158498651
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_0m_consensus_peaks.bed	4605	2613807	0.950007642453	1.0	0.605362827853	0.987190004139	0.642946433675	0.939059436497	0.693802103308	0.932256206052	0.921249720354	0.624536345368	0.656243386002	0.569466639561	0.639208377003	0.64994329402	0.998385264976	0.665382928237	0.625588709986	0.595639514692	0.525043391144	0.949154327591	0.747268199753	0.977877691535	0.862557996941	0.960412919188	0.656437865897	0.977542749362	0.974625993871	0.64234788187	0.58754104992	0.644439256179	0.813334814638	0.606571876441	0.990329017513	0.751129000709	0.803142439033	0.806922248359	0.473906852068	0.970989392926	0.50355810065	0.962719887732	0.484556011665	0.93766625525	0.913937407112	0.450103676816	0.647516749585	0.41785198055	0.427608207679	0.454101083592	0.949913878125	0.483551582893	0.472587719885	0.495532773579
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_10h_consensus_peaks.bed	4602	2296559	0.719384397821	0.605362827853	1.0	0.978768315185	0.872534995375	0.962782823248	0.926489249923	0.95913442384	0.949314985888	0.896355015708	0.847796399945	0.789155164495	0.914251541875	0.893924732235	0.981499897136	0.891457391767	0.872850243967	0.834856191393	0.42526774396	0.741673376652	0.915548326819	0.940835568575	0.975688147855	0.945662827291	0.801328108922	0.968462436783	0.966011340423	0.802408318516	0.697847618244	0.835211281253	0.94913143096	0.812153043305	0.937225835465	0.906751232908	0.946157128754	0.943675469755	0.935039230864	0.989788036396	0.838128682611	0.992447577794	0.75590159629	0.985580894429	0.981793223337	0.742000550632	0.86401935553	0.671637622604	0.766939371449	0.841284740457	0.971423471063	0.833858047652	0.787359000475	0.849807405264
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_10m_consensus_peaks.bed	22307	12448993	0.995743140836	0.987190004139	0.978768315185	1.0	0.984175957071	0.942503376175	0.998598394827	0.925928227944	0.901545701865	0.994933229987	0.999302842493	0.980209223702	0.991866723119	0.963871277084	0.926504820518	0.957874311428	0.969228016966	0.978563584425	0.385964778392	0.514592602939	0.424658727315	0.802296944955	0.581323648295	0.743152137342	0.497680152716	0.839307051245	0.821921554623	0.385804094915	0.535174268918	0.478698169973	0.528591835499	0.494560236447	0.813387195138	0.459113358256	0.494688248191	0.494388097907	0.97236343234	0.899220184614	0.950616766709	0.875125426272	0.905745699323	0.807666079624	0.766425203301	0.894241148503	0.906487348523	0.92748645963	0.95173548378	0.964899934236	0.884254414034	0.960633336982	0.948389500995	0.963840066369
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_12h_consensus_peaks.bed	4218	1828176	0.658245685953	0.642946433675	0.872534995375	0.984175957071	1.0	0.973224463398	0.907770353161	0.969953812676	0.957949581843	0.865409204605	0.796194396331	0.730839417501	0.89623148731	0.952670913154	0.987915301907	0.948553432912	0.926110029903	0.905392060312	0.459111446628	0.763477456786	0.950670932749	0.949261879834	0.988674414774	0.955315798562	0.842810808749	0.971801035846	0.968249136385	0.847665953846	0.730709455158	0.884562097841	0.976641944294	0.876265272667	0.947303130406	0.950325844705	0.969371719539	0.973166231384	0.908281149368	0.994721230622	0.781231501046	0.996288609244	0.8183503885	0.993174380948	0.991726100031	0.798025077417	0.912982543053	0.743638913934	0.712204365687	0.808403694158	0.983395942689	0.792083045621	0.726403193658	0.796919659337
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_15m_consensus_peaks.bed	15133	8481210	0.986594426757	0.939059436497	0.962782823248	0.942503376175	0.973224463398	1.0	0.99905438597	0.842898459595	0.834680776867	0.994494841517	0.998629277694	0.975503143748	0.990386761162	0.939547369253	0.960443571794	0.926004666869	0.943036600024	0.962984314484	0.323339765606	0.563459142422	0.508287887388	0.858251007554	0.663541264905	0.842772286234	0.480776041896	0.902469575387	0.896605340522	0.466760764489	0.48248162845	0.451905491305	0.631967267926	0.443429021517	0.860270204059	0.529518613047	0.580333376655	0.583298534834	0.964730847094	0.961871934635	0.937677919307	0.960508663742	0.879981616244	0.922416549757	0.892208364312	0.865397655714	0.866653051008	0.911740949542	0.940449168652	0.956204361007	0.886356538469	0.951119060584	0.933543716039	0.94935954943
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_1h_consensus_peaks.bed	1030	499243	0.568685650811	0.693802103308	0.926489249923	0.998598394827	0.907770353161	0.99905438597	1.0	0.998301485294	0.990572833823	0.85303324745	0.903903722277	0.950007372724	0.867971878423	0.991438582015	0.998281368305	0.985126287316	0.969329469602	0.958888129495	0.578215138622	0.801339722953	0.966290676393	0.98917704088	0.985611392087	0.9959198277	0.986980398417	0.997910362328	0.997974734152	0.97955913223	0.954422161238	0.988378601509	0.997630279083	0.969990263914	0.985642173097	0.985543082314	0.982189081683	0.984551989846	0.586237742793	0.999843793401	0.886883332954	0.999931321347	0.98672913278	0.999871431978	0.999753305164	0.982115185332	0.996629215884	0.966987207447	0.866289128827	0.753428012362	0.998716140115	0.85535759504	0.916630946537	0.876163229339
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_20m_consensus_peaks.bed	16629	8950777	0.979807360525	0.932256206052	0.95913442384	0.925928227944	0.969953812676	0.842898459595	0.998301485294	1.0	0.822776416684	0.994484765365	0.996607004253	0.972928988248	0.989780660088	0.941543381315	0.948913371073	0.931615234159	0.941647923853	0.960331519227	0.352046268401	0.577451595264	0.512686069326	0.865443987887	0.66682698207	0.84303506288	0.4817808811	0.919333190505	0.892219704107	0.477333589731	0.505393513318	0.455501436543	0.637200228452	0.469443677937	0.86563115267	0.536600409846	0.587952670822	0.589851319293	0.966820543912	0.941426562324	0.941190352045	0.932177070591	0.888041818809	0.910217047285	0.870771873515	0.878182018999	0.873770622183	0.91788300391	0.948779055864	0.962825331174	0.858050558843	0.956752950462	0.941494395497	0.954612971312
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_25m_consensus_peaks.bed	17255	9174518	0.959293777513	0.921249720354	0.949314985888	0.901545701865	0.957949581843	0.834680776867	0.990572833823	0.822776416684	1.0	0.981170390494	0.98772011643	0.955166687308	0.975797415467	0.923401790318	0.922223163433	0.916954948752	0.927124734604	0.950909720397	0.333990285759	0.553518959705	0.484596141284	0.840911913715	0.635343944554	0.811733678997	0.456393639338	0.883092347683	0.876042351126	0.451171152678	0.48475942633	0.436774069716	0.598391174891	0.45223108896	0.837158771884	0.50191542969	0.557770148997	0.561143460062	0.959374393317	0.934181546163	0.931663612312	0.937438617481	0.877378295618	0.89244035173	0.866373385316	0.877598111879	0.864394041598	0.908088880601	0.93706256272	0.947059352748	0.832505230361	0.948135509489	0.931386642457	0.94756425618
/home/chris/Bureau/sb_cofactor_hr/A549/input/ENCODE/A549/GRCh38/chip-seq/narrow/EP300_2h_consensus_peaks.bed	1941	876350	0.488413930062	0.624536345368	0.896355015708	0.994933229987	0.865409204605	0.994494841517	0.85303324745	0.994484765365	0.981170390494	1.0	0.793070127074	0.916291319898	0.80703094914	0.988911751493	0.991544176968	0.984131909253	0.958330609718	0.943012953332	0.494866506341	0.74205480148	0.946479784008	0.964054373095	0.972554600611	0.981977746532	0.977050469197	0.988797913488	0.98881059936	0.971436139083	0.904956632456	0.984168386252	0.996014015601	0.959591950277	0.957444411844	0.973709214858	0.970760367546	0.969032792015	0.779154324228	0.998837179116	0.854076747109	0.999665472007	0.979980792751	0.999663075049	0.999501273415	0.977181649463	0.993857282867	0.955153460696	0.809349807985	0.677980717626	0.993059001152	0.812296736855	0.89358679536	0.842287226065
