NAME	REGIONS	BP	output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21_rep2/mESC_RAD21_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21_rep1/mESC_RAD21_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A_rep2/mESC_ARID1A_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A_rep1/mESC_ARID1A_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_AFF4_rep1/mESC_AFF4_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_ELL2_rep1/mESC_ELL2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_POL2_rep1/mESC_POL2_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300_rep3/mESC_P300_rep3_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_CHD7_rep1/mESC_CHD7_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300_rep1/mESC_P300_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_CHD7_rep2/mESC_CHD7_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22341/peak_call/mESC_P300_rep2/mESC_P300_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE51522/peak_call/mESC_CBP_rep1/mESC_CBP_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC3_rep1/mESC_SMC3_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC3_rep2/mESC_SMC3_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED1_rep1/mESC_MED1_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC1_rep2/mESC_SMC1_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED12_rep1/mESC_MED12_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_SMC1_rep1/mESC_SMC1_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED1_rep2/mESC_MED1_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_MED12_rep2/mESC_MED12_rep2_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_NIPBL_rep1/mESC_NIPBL_rep1_peaks.narrowPeak.bed	output/chip-pipeline-GRCm38_GSE22557/peak_call/mESC_NIPBL_rep2/mESC_NIPBL_rep2_peaks.narrowPeak.bed
output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21_rep2/mESC_RAD21_rep2_peaks.narrowPeak.bed	82714	17181643	1.0	0.7030746738879242	0.5522426759515721	0.16463346054675068	0.3247238097491592	0.1938297224428994	0.16131082324871363	0.2857287947415672	0.32141811224834727	0.2195000483780794	0.37260059090975917	0.22147509240663663	0.4214744250251426	0.25468606582059056	0.42347347862033324	0.2276524494194488	0.8945946986590216	0.9821181831904987	0.47535909124942416	0.9790683717050724	0.28851233170715557	0.8838894180650706	0.43165810657958004	0.5041891921842926	0.5512541216362189	0.6052998430352072
output/chip-pipeline-GRCm38_GSE33346/peak_call/mESC_RAD21_rep1/mESC_RAD21_rep1_peaks.narrowPeak.bed	67276	22322322	0.7030746738879242	1.0	0.5021799147859117	0.17090546463249837	0.3020644741141171	0.19136674351030855	0.1743333913703817	0.36279604506256924	0.3494729059469364	0.2662587631932226	0.37057090285259486	0.2078855761354371	0.4055004422139435	0.2583787488521028	0.4152969945460728	0.23902805260128354	0.9463796599693605	0.997244980180523	0.4530772615529778	0.9931814275596542	0.2527577013923954	0.9136681588698307	0.4301446701810558	0.4729387721485554	0.4809124735377976	0.7081994572279477
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_SMARCA4_rep1/mESC_SMARCA4_rep1_peaks.narrowPeak.bed	89588	40514000	0.5522426759515721	0.5021799147859117	1.0	0.7835642547551347	0.7406934128706137	0.866146958473971	0.5890149849771786	0.9756394689531064	0.8057773979564274	0.7469830480233982	0.7826679606262605	0.7619791795585998	0.8121939018803568	0.7816730773424827	0.8024503027121067	0.6052430081966071	0.7212841778111944	0.7545083104349938	0.9372027117405519	0.7677449980072666	0.7980536681649981	0.7933405787896121	0.9107343638151968	0.9580119414668349	0.9857427883218187	0.9817545868268193
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A_rep2/mESC_ARID1A_rep2_peaks.narrowPeak.bed	33137	12422964	0.16463346054675068	0.17090546463249834	0.7835642547551347	1.0	0.5875188945738947	0.8445162492224147	0.3099063752417976	0.49871518734257636	0.4939835102326836	0.3009805370935612	0.7412323341436976	0.6246936286922611	0.755165250016096	0.538819964207459	0.7751017415392585	0.39939498137219526	0.09134047584544258	0.06319042132723358	0.788504651242843	0.09515350992830068	0.709958116694844	0.19165266186280108	0.7289947115987497	0.8499566638952784	0.33932881727143843	0.5971974282914996
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_BRD4_rep1/mESC_BRD4_rep1_peaks.narrowPeak.bed	51656	24194544	0.3247238097491592	0.3020644741141171	0.7406934128706137	0.5875188945738947	1.0	0.6851203845212763	0.6268982125400522	0.8972275926848783	0.8622504065451813	0.6304954306430899	0.7750528087735105	0.6150267030270674	0.8060228692951621	0.6442235303090383	0.798416697546314	0.5113655444584346	0.4118464247855586	0.41450455095458305	0.9486369875764972	0.4421610566685574	0.7417923251536759	0.5061921209955829	0.9051982430118533	0.9295317402396638	1.0	0.990687674223984
output/chip-pipeline-GRCm38_GSE111264/peak_call/mESC_ARID1A_rep1/mESC_ARID1A_rep1_peaks.narrowPeak.bed	17159	5981069	0.1938297224428994	0.19136674351030855	0.8661469584739712	0.8445162492224147	0.6851203845212763	1.0	0.21178958592932176	0.3707059116188407	0.3586489894657795	0.34332814233737924	0.6053046636791103	0.44686265639615536	0.6110690219775077	0.3819388506603179	0.6454742238696485	0.37972198346529024	0.05131343164496373	0.03242561541280819	0.6098027172869391	0.05747805154376899	0.5395247942181821	0.1236542885542038	0.5304680306126668	0.6631757298735287	0.24485478105188166	0.4815541890273401
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_AFF4_rep1/mESC_AFF4_rep1_peaks.narrowPeak.bed	6160	3560837	0.16131082324871363	0.1743333913703817	0.5890149849771786	0.30990637524179754	0.6268982125400522	0.2117895859293218	1.0	0.10392485553652137	0.7384859574015128	0.6215901629911553	0.34744701074151646	0.20743714558146575	0.37321041485143114	0.284864870018199	0.38148491872041884	0.27016714022682486	0.021726349137622645	0.0027585429994275916	0.6090014278019987	0.015054813047203047	0.3256169389963033	0.0530330418905315	0.48928984027281364	0.5090859471223526	1.0	0.40804612698921455
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_CDK9_rep1/mESC_CDK9_rep1_peaks.narrowPeak.bed	1343	433505	0.2857287947415672	0.36279604506256924	0.9756394689531064	0.49871518734257636	0.8972275926848783	0.3707059116188407	0.10392485553652137	1.0	0.09587092381466712	0.9058592138002981	0.041760098771302885	0.04073058404882556	0.04815352462163199	0.20222935134912007	0.04043253849355148	0.2952267807919074	0.07762198593478921	0.0033422297689885937	0.031122045478256234	0.008740219854512635	0.07204585914686111	0.1276333650676947	0.062292620919734185	0.056867460527656025	0	0.04942532717338239
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_ELL2_rep1/mESC_ELL2_rep1_peaks.narrowPeak.bed	2310	844304	0.32141811224834727	0.3494729059469364	0.8057773979564274	0.4939835102326836	0.8622504065451813	0.3586489894657795	0.7384859574015128	0.09587092381466712	1.0	0.8543388725740274	0.2208848748369492	0.30953931334288054	0.23697249207184237	0.4492989842063296	0.22728276825659827	0.4631283559301562	0.05060657867051272	0.003583038016188278	0.4224860748191497	0.01250141031929648	0.3236531373961002	0.12446610091668187	0.348398606194925	0.31195380528362876	1.0	0.39707449272498574
output/chip-pipeline-GRCm38_GSE30267/peak_call/mESC_POL2_rep1/mESC_POL2_rep1_peaks.narrowPeak.bed	32172	18056279	0.2195000483780794	0.2662587631932226	0.7469830480233982	0.3009805370935612	0.6304954306430899	0.34332814233737924	0.6215901629911553	0.9058592138002981	0.8543388725740274	1.0	0.3789693923542454	0.28873412621976413	0.4451848435374466	0.4286809929090385	0.4017742554450164	0.3588471410290608	0.21640967117059953	0.11080745406282094	0.769951256169664	0.13483278175314908	0.4580391780509262	0.28651917308834013	0.701429133709177	0.6981977081579099	1.0	0.8522132097006926
